,id,model,pam,price,retail_price,year,box,papers,gender,movement,case_size,case_material,bracelet_material,dial_type,w_resistance,date,link,img_path
0,170531,Luminor GMT,PAM00535,6890,8290,2016,Yes,Yes,Mens,Automatic,42 MM,Steel,Leather - Black,Black Baton,100 metres,25/10/2020 11:26:03,https://www.watchfinder.es/Panerai/LuminorGMT/PAM00535/42683/item/170531,../data/imgs/WF_panerai/170531_PAM00535_Luminor GMT.jpeg
1,170570,Luminor Marina,PAM00048,5210,,2001,Yes,Yes,Mens,Automatic,40 MM,Steel,Leather - Tan,Black Baton,300 metres,25/10/2020 11:26:07,https://www.watchfinder.es/Panerai/LuminorMarina/PAM00048/48566/item/170570,../data/imgs/WF_panerai/170570_PAM00048_Luminor Marina.jpeg
2,169268,Luminor 8 Days,PAM00599,9240,,2004,Yes,Yes,Mens,Manual,44 MM,Steel - Black PVD,Leather - Grey,Black,300 metres,25/10/2020 11:26:10,https://www.watchfinder.es/Panerai/Luminor8Days/PAM00599/41355/item/169268,../data/imgs/WF_panerai/169268_PAM00599_Luminor 8 Days.jpeg
3,170669,Luminor Marina,PAM00113,4425,,2007,No,Yes,Mens,Manual,44 MM,Steel,Rubber - Black,White Arabic,300 metres,25/10/2020 11:26:13,https://www.watchfinder.es/Panerai/LuminorMarina/PAM00113/13130/item/170669,../data/imgs/WF_panerai/170669_PAM00113_Luminor Marina.jpeg
4,171088,Luminor 1950,PAM00375,8905,11985,2012,Yes,Yes,Mens,Manual,47 MM,Composite,Leather - Brown,Black Quarter Arabic,100 metres,25/10/2020 11:26:17,https://www.watchfinder.es/Panerai/Luminor1950/PAM00375/30032/item/171088,../data/imgs/WF_panerai/171088_PAM00375_Luminor 1950.jpeg
5,150183,Radiomir Manual,PAM00439,12265,,2017,Yes,Yes,Mens,Manual,42 MM,Red Gold,Alligator - Brown,Brown Quarter Arabic,100 metres,25/10/2020 11:26:20,https://www.watchfinder.es/Panerai/RadiomirManual/PAM00439/23841/item/150183,../data/imgs/WF_panerai/150183_PAM00439_Radiomir Manual.jpeg
6,157965,Luminor Chrono,PAM00356,5545,,2011,Yes,Yes,Mens,Automatic,44 MM,Steel,Leather - Black,Black Baton,100 metres,25/10/2020 11:26:23,https://www.watchfinder.es/Panerai/LuminorChrono/PAM00356/22354/item/157965,../data/imgs/WF_panerai/157965_PAM00356_Luminor Chrono.jpeg
7,133387,Luminor Regatta,PAM00308,6665,,2008,Yes,Yes,Mens,Manual,44 MM,Steel,Rubber - Black,Black,100 metres,25/10/2020 11:26:26,https://www.watchfinder.es/Panerai/LuminorRegatta/PAM00308/28116/item/133387,../data/imgs/WF_panerai/133387_PAM00308_Luminor Regatta.jpeg
8,171699,Luminor Power Reserve,PAM00913,7225,,2018,Yes,Yes,Mens,Manual,44 MM,Titanium,Leather - Black,Blue Quarter Arabic,300 metres,25/10/2020 11:26:29,https://www.watchfinder.es/Panerai/LuminorPowerReserve/PAM00913/48778/item/171699,../data/imgs/WF_panerai/171699_PAM00913_Luminor Power Reserve.jpeg
9,116993,Luminor Marina,PAM00026,,9295,2001,Yes,Yes,Mens,Manual,44 MM,Steel - Black PVD,Crocodile - Black,Black Quarter Arabic,300 metres,25/10/2020 11:26:33,https://www.watchfinder.es/Panerai/LuminorMarina/PAM00026/36708/item/116993,../data/imgs/WF_panerai/116993_PAM00026_Luminor Marina.jpeg
10,169528,Luminor 1950,PAM00212,6665,7730,2007,Yes,Yes,Mens,Automatic,44 MM,Steel,Leather & Fabric Black,Black Baton,100 metres,25/10/2020 11:26:36,https://www.watchfinder.es/Panerai/Luminor1950/PAM00212/6317/item/169528,../data/imgs/WF_panerai/169528_PAM00212_Luminor 1950.jpeg
11,166100,Radiomir 1940 3 Days,PAM00658,7225,11200,2016,Yes,Yes,Mens,Automatic,45 MM,Steel,Leather - Black,Black Quarter Arabic,100 metres,25/10/2020 11:26:39,https://www.watchfinder.es/Panerai/Radiomir19403Days/PAM00658/47669/item/166100,../data/imgs/WF_panerai/166100_PAM00658_Radiomir 1940 3 Days.jpeg
12,168410,Radiomir Manual,PAM00380,4090,,2017,Yes,Yes,Mens,Manual,45 MM,Steel,Leather - Brown,Black Quarter Arabic,100 metres,25/10/2020 11:26:42,https://www.watchfinder.es/Panerai/RadiomirManual/PAM00380/42097/item/168410,../data/imgs/WF_panerai/168410_PAM00380_Radiomir Manual.jpeg
13,152755,Luminor Power Reserve,PAM00090,5085,7390,2017,Yes,No,Mens,Automatic,44 MM,Steel,Crocodile - Black,Black Baton,100 metres,25/10/2020 11:26:46,https://www.watchfinder.es/Panerai/LuminorPowerReserve/PAM00090/3800/item/152755,../data/imgs/WF_panerai/152755_PAM00090_Luminor Power Reserve.jpeg
14,167557,Radiomir Automatic,PAM00388,5180,7055,2015,Yes,Yes,Mens,Automatic,45 MM,Steel,Alligator - Black,Black Quarter Arabic,100 metres,25/10/2020 11:26:49,https://www.watchfinder.es/Panerai/RadiomirAutomatic/PAM00388/23830/item/167557,../data/imgs/WF_panerai/167557_PAM00388_Radiomir Automatic.jpeg
15,170319,Luminor Marina,PAM01351,7370,7950,2019,Yes,Yes,Mens,Automatic,44 MM,Titanium,Leather - Brown,Brown Quarter Arabic,300 metres,25/10/2020 11:26:52,https://www.watchfinder.es/Panerai/LuminorMarina/PAM01351/37419/item/170319,../data/imgs/WF_panerai/170319_PAM01351_Luminor Marina.jpeg
16,169807,Luminor Marina,PAM00104,5200,6610,2007,Yes,Yes,Mens,Automatic,44 MM,Steel,Rubber - Black,Black Baton,300 metres,25/10/2020 11:26:55,https://www.watchfinder.es/Panerai/LuminorMarina/PAM00104/36108/item/169807,../data/imgs/WF_panerai/169807_PAM00104_Luminor Marina.jpeg
17,166107,Radiomir 1940 3 Days,PAM00658,8630,11200,2017,Yes,Yes,Mens,Automatic,45 MM,Steel,Leather - Brown,Black Quarter Arabic,100 metres,25/10/2020 11:26:59,https://www.watchfinder.es/Panerai/Radiomir19403Days/PAM00658/32915/item/166107,../data/imgs/WF_panerai/166107_PAM00658_Radiomir 1940 3 Days.jpeg
18,171109,Luminor Marina,PAM00977,7225,,2020,Yes,Yes,Mens,Automatic,42 MM,Steel,Steel,Silver,100 metres,25/10/2020 11:27:02,https://www.watchfinder.es/Panerai/LuminorMarina/PAM00977/41462/item/171109,../data/imgs/WF_panerai/171109_PAM00977_Luminor Marina.jpeg
19,167255,Luminor Submersible,PAM00024,4650,6830,2020,No,No,Mens,Automatic,44 MM,Steel,Rubber - Black,Black Baton,300 metres,25/10/2020 11:27:05,https://www.watchfinder.es/Panerai/LuminorSubmersible/PAM00024/6305/item/167255,../data/imgs/WF_panerai/167255_PAM00024_Luminor Submersible.jpeg
20,169473,Luminor Marina,PAM00510,5010,6270,2015,Yes,Yes,Mens,Manual,44 MM,Steel,Rubber - Black,Black Quarter Arabic,300 metres,25/10/2020 11:27:08,https://www.watchfinder.es/Panerai/LuminorMarina/PAM00510/37956/item/169473,../data/imgs/WF_panerai/169473_PAM00510_Luminor Marina.jpeg
21,169706,Radiomir 8 days,PAM00346,6665,,2011,Yes,Yes,Mens,Manual,45 MM,Titanium,Alligator - Brown,Brown Quarter Arabic,100 metres,25/10/2020 11:27:11,https://www.watchfinder.es/Panerai/Radiomir8days/PAM00346/23822/item/169706,../data/imgs/WF_panerai/169706_PAM00346_Radiomir 8 days.jpeg
22,170061,Luminor Marina,PAM00104,5880,6610,2017,Yes,Yes,Mens,Automatic,44 MM,Steel,Leather - Black,Black Baton,300 metres,25/10/2020 11:27:15,https://www.watchfinder.es/Panerai/LuminorMarina/PAM00104/36108/item/170061,../data/imgs/WF_panerai/170061_PAM00104_Luminor Marina.jpeg
23,170058,Luminor Submersible,PAM01389,9465,11310,2018,Yes,Yes,Mens,Automatic,47 MM,Titanium,Rubber - Black,Black,300 metres,25/10/2020 11:27:18,https://www.watchfinder.es/Panerai/LuminorSubmersible/PAM01389/36091/item/170058,../data/imgs/WF_panerai/170058_PAM01389_Luminor Submersible.jpeg
24,168157,Luminor Submersible,PAM00025,5210,,2003,Yes,Yes,Mens,Automatic,44 MM,Titanium,Rubber - Black,Black,300 metres,25/10/2020 11:27:21,https://www.watchfinder.es/Panerai/LuminorSubmersible/PAM00025/6306/item/168157,../data/imgs/WF_panerai/168157_PAM00025_Luminor Submersible.jpeg
25,169828,Luminor Marina,PAM00510,5040,6270,2015,Yes,Yes,Mens,Manual,44 MM,Steel,Leather - Black,Black Quarter Arabic,300 metres,25/10/2020 11:27:24,https://www.watchfinder.es/Panerai/LuminorMarina/PAM00510/25994/item/169828,../data/imgs/WF_panerai/169828_PAM00510_Luminor Marina.jpeg
26,137627,Radiomir Manual,PAM00183,4230,5040,2005,Yes,Yes,Mens,Manual,45 MM,Steel,Leather - Brown,Black Quarter Arabic,100 metres,25/10/2020 11:27:27,https://www.watchfinder.es/Panerai/RadiomirManual/PAM00183/3778/item/137627,../data/imgs/WF_panerai/137627_PAM00183_Radiomir Manual.jpeg
27,153974,Radiomir Manual,PAM00183,4230,5040,2007,Yes,Yes,Mens,Manual,45 MM,Steel,Leather - Brown,Black Quarter Arabic,100 metres,25/10/2020 11:27:30,https://www.watchfinder.es/Panerai/RadiomirManual/PAM00183/3778/item/153974,../data/imgs/WF_panerai/153974_PAM00183_Radiomir Manual.jpeg
28,169501,Luminor Power Reserve,PAM00090,6050,7390,2014,Yes,Yes,Mens,Automatic,44 MM,Steel,Rubber - Black,Black Baton,100 metres,25/10/2020 11:27:34,https://www.watchfinder.es/Panerai/LuminorPowerReserve/PAM00090/35595/item/169501,../data/imgs/WF_panerai/169501_PAM00090_Luminor Power Reserve.jpeg
29,167498,Luminor Base,PAM00112,4310,,2009,Yes,Yes,Mens,Manual,44 MM,Steel,Rubber - Black,Black Quarter Arabic,300 metres,25/10/2020 11:27:37,https://www.watchfinder.es/Panerai/LuminorBase/PAM00112/38620/item/167498,../data/imgs/WF_panerai/167498_PAM00112_Luminor Base.jpeg
30,166086,Radiomir 1940 3 Days,PAM00573,13945,21390,2015,Yes,Yes,Mens,Automatic,45 MM,Rose Gold,Alligator - Brown,Brown Arabic,50 metres,25/10/2020 11:27:40,https://www.watchfinder.es/Panerai/Radiomir19403Days/PAM00573/33116/item/166086,../data/imgs/WF_panerai/166086_PAM00573_Radiomir 1940 3 Days.jpeg
31,166096,Radiomir 1940,PAM00627,8120,11090,2016,Yes,Yes,Mens,Automatic,45 MM,Steel,Leather - Black,Black Quarter Arabic,100 metres,25/10/2020 11:27:43,https://www.watchfinder.es/Panerai/Radiomir1940/PAM00627/32067/item/166096,../data/imgs/WF_panerai/166096_PAM00627_Radiomir 1940.jpeg
32,166085,Radiomir 10 Days GMT,PAM00323,7785,11425,2013,Yes,Yes,Mens,Automatic,47 MM,Steel,Leather - Tan,Black Baton,100 metres,25/10/2020 11:27:47,https://www.watchfinder.es/Panerai/Radiomir10DaysGMT/PAM00323/47668/item/166085,../data/imgs/WF_panerai/166085_PAM00323_Radiomir 10 Days GMT.jpeg
33,166091,Radiomir 8 days,PAM00346,7225,,2013,Yes,Yes,Mens,Manual,45 MM,Titanium,Alligator - Brown,Brown Quarter Arabic,100 metres,25/10/2020 11:27:50,https://www.watchfinder.es/Panerai/Radiomir8days/PAM00346/23822/item/166091,../data/imgs/WF_panerai/166091_PAM00346_Radiomir 8 days.jpeg
34,163713,Luminor 8 Days,PAM00590,4760,6495,2018,Yes,Yes,Mens,Manual,44 MM,Steel,Rubber - Black,Black Baton,300 metres,25/10/2020 11:27:53,https://www.watchfinder.es/Panerai/Luminor8Days/PAM00590/48270/item/163713,../data/imgs/WF_panerai/163713_PAM00590_Luminor 8 Days.jpeg
35,157329,Radiomir Manual,PAM00421,13050,17920,2015,Yes,Yes,Mens,Manual,47 MM,Red Gold,Alligator - Brown,Brown Baton,50 metres,25/10/2020 11:27:57,https://www.watchfinder.es/Panerai/RadiomirManual/PAM00421/23837/item/157329,../data/imgs/WF_panerai/157329_PAM00421_Radiomir Manual.jpeg
36,167928,Luminor Marina,PAM00217,11145,,2005,Yes,Yes,Mens,Manual,47 MM,Steel,Leather - Brown,Black Quarter Arabic,100 metres,25/10/2020 11:28:00,https://www.watchfinder.es/Panerai/LuminorMarina/PAM00217/31405/item/167928,../data/imgs/WF_panerai/167928_PAM00217_Luminor Marina.jpeg
37,166106,Luminor 1950,PAM00396,67145,109535,2013,Yes,Yes,Mens,Automatic,48 MM,Ceramic - Black,Leather - Brown,Black Baton,100 metres,25/10/2020 11:28:03,https://www.watchfinder.es/Panerai/Luminor1950/PAM00396/23836/item/166106,../data/imgs/WF_panerai/166106_PAM00396_Luminor 1950.jpeg
38,163319,Luminor Marina,PAM00608,6105,,2015,Yes,Yes,Mens,Automatic,44 MM,Steel,Calf - Brown,Brown,300 metres,25/10/2020 11:28:06,https://www.watchfinder.es/Panerai/LuminorMarina/PAM00608/41436/item/163319,../data/imgs/WF_panerai/163319_PAM00608_Luminor Marina.jpeg
39,164451,Luminor Submersible,PAM00616,12600,16465,2015,Yes,Yes,Mens,Automatic,47 MM,Carbon Fiber,Rubber - Black,Black Baton,300 metres,25/10/2020 11:28:10,https://www.watchfinder.es/Panerai/LuminorSubmersible/PAM00616/32256/item/164451,../data/imgs/WF_panerai/164451_PAM00616_Luminor Submersible.jpeg
40,167027,Radiomir Manual,PAM00932,10025,8625,2018,Yes,Yes,Mens,Manual,47 MM,Steel,Alligator - Blue,Blue Quarter Arabic,100 metres,25/10/2020 11:28:13,https://www.watchfinder.es/Panerai/RadiomirManual/PAM00932/47984/item/167027,../data/imgs/WF_panerai/167027_PAM00932_Radiomir Manual.jpeg
41,168844,Manifattura Luminor,PAM00312,5770,,2014,Yes,Yes,Mens,Automatic,44 MM,Steel,Rubber - Black,Black Quarter Arabic,300 metres,25/10/2020 11:28:16,https://www.watchfinder.es/Panerai/ManifatturaLuminor/PAM00312/36652/item/168844,../data/imgs/WF_panerai/168844_PAM00312_Manifattura Luminor.jpeg
42,155007,Radiomir Manual,PAM00292,5070,6945,2011,Yes,Yes,Mens,Manual,45 MM,Ceramic - Black,Leather - Black,Black Quarter Arabic,100 metres,25/10/2020 11:28:20,https://www.watchfinder.es/Panerai/RadiomirManual/PAM00292/6299/item/155007,../data/imgs/WF_panerai/155007_PAM00292_Radiomir Manual.jpeg
43,169552,Luminor Submersible,PAM00719,10360,9970,2017,Yes,Yes,Mens,Automatic,47 MM,Titanium,Rubber - Black,Blue,300 metres,25/10/2020 11:28:23,https://www.watchfinder.es/Panerai/LuminorSubmersible/PAM00719/32904/item/169552,../data/imgs/WF_panerai/169552_PAM00719_Luminor Submersible.jpeg
44,104936,Manifattura Radiomir,PAM00268,6665,,2008,No,Yes,Mens,Manual,45 MM,Steel,Alligator - Black,Black Baton,100 metres,25/10/2020 11:28:27,https://www.watchfinder.es/Panerai/ManifatturaRadiomir/PAM00268/6323/item/104936,../data/imgs/WF_panerai/104936_PAM00268_Manifattura Radiomir.jpeg
45,129236,Radiomir Manual,PAM00183,4285,5040,2007,Yes,Yes,Mens,Manual,45 MM,Steel,Leather - Brown,Black Quarter Arabic,100 metres,25/10/2020 11:28:30,https://www.watchfinder.es/Panerai/RadiomirManual/PAM00183/3778/item/129236,../data/imgs/WF_panerai/129236_PAM00183_Radiomir Manual.jpeg
46,166172,Luminor 1950,PAM00372,6440,8625,2011,Yes,Yes,Mens,Manual,47 MM,Steel,Leather - Brown,Black Quarter Arabic,100 metres,25/10/2020 11:28:33,https://www.watchfinder.es/Panerai/Luminor1950/PAM00372/23136/item/166172,../data/imgs/WF_panerai/166172_PAM00372_Luminor 1950.jpeg
